Name,Date,Stars,Review
Mister Bonely (USA),"February 28, 2014",1.0,"I received this book as a sort of gift and went to an event where the author spoke about himself and read bits of his novel. I met people who enjoyed it and at the end of the event, I heard many people saying things like, ""He's so interesting"" and ""He's done so much.""

After reading his book and both seeing and hearing him speak in person, I wasn't impressed, with either the book or the man. Most of the people at the event were young and, in my opinion, too easily influenced. Talk of travel and roaming with the homeless of the subway, and suddenly you're the most fascinating person in the room. While I admit McCann's experiences sound interesting, the man himself seemed to me a proud, tiresome bore.

In fact, I almost didn't write a review because I didn't think it was worth the time. I don't mean to offend anyone, though I probably am. I had little feeling for him or his book, aside from the initial discontent and contempt--contempt, because I couldn't believe that anyone could be satisfied having their name on this book.

The beginning, especially the first set of characters, I found the most interesting (in fact, I even liked it somewhat)--I sometimes wonder if maybe that vignette in particular struck me the most because it was written with a certain...care. At the event, the author did mention (as he does in an interview that's at the end of the book) that Corrigan was his favorite character, and that, in a sense, he felt closest to him. (Corrigan is one of two brothers that the first narrative centers around.)Corrigan, of course, is, like the author, from Ireland and resides in New York for the rest of his time in the novel. After the first story, though, I felt my interest in the book shrink. I dreaded picking it up (but I had to for the event).

Perhaps the ideas weren't bad, but, as some reviewers seem to have noted, it doesn't quite feel real. A story doesn't have to be realistic for you to feel something for the characters, but I didn't feel much at all. They were all made out of paper, not flesh and bone. It was too forced, like I'd imagine bad sex to be. (Appologies for the crudeness.) I didn't finish this book, because I have other books to read and other things to do, and quite honestly it wasn't worth the time I had already spent on it.

If I hadn't gotten this for free, I'd have felt jilted after reading it; though, I'm fairly sure I wouldn't have bought it in the first place.

If you're not sure whether or not you want to buy it, go to a book store (if you can) and read a bit (keeping in mind that the first story just might be a bit more appealing than all the others) and skim through. You might be saving yourself some money and irritation.",0.9365079365079364,objective review
virgo,"February 21, 2014",3.0,"I liked the story and eagerly pursued the book until done. But the stream of consciousness narrative style ran on a bit too much for my liking.

That said the insights in the book and the observations were rich and innovative.

Colum is a strong writer who captures humanity with humanity.",1.0,objective review
sarah wali,"February 19, 2014",5.0,The writing is like silk ....it just flows naturally through the pages to make an exceptional story. A great read.,1, failed
Marcia Smith Marzec,"February 16, 2014",5.0,"Beautifully written, bringing together disparate characters and events, all around a single historical event. Character depths are plumbed; characters are all compelling.",1.0,objective review
Michael D. Zentman,"February 13, 2014",5.0,Few writers can capture in words the pain and beauty of life around us. With his words McCann draws images and paints pictures as vivid as any artist on canvas. The saddest part of this book is that it must end. Can we find a replacement as compelling and engaging as this? It won't be easy.,1.0,objective review
Montana Mom,"February 10, 2014",4.0,The concept was wonderful. The background research the author must have done to get inside the heads of hookers and monks and Park Avenue neurotics and courtrooms and jails and street smarts was impressive. But the novel just took too long to come full circle.,0.4583333333333333,positve review
Sheri N. Miller,"February 7, 2014",5.0,Colum McCann...how the Irish can break our hearts. Be prepared to love the living and grieve the lost. Be prepared for McCann's cruelty.,0.5833333333333333,objective review
Katherine,"February 7, 2014",1.0,"It may have been given all the wonderful credentials, but I found it to be too much about the negative side of what goes on in peoples lives. I skimmed it to the end, and this is not something I usually do, but it was the right thing for me to get through it.",0.75,positve review
new,"November 17, 2014",4.0,Quite interesting read,1, failed
Marie (San Diego),"February 5, 2014",4.0,"Good tale of fiction about a real-life event which brings together three women from different walks of life who discover that they have more in common than any of them could have imagined. A well-written, page turner. Good story for a movie.",0.25,negative review
JohnPeter,"January 30, 2014",5.0,"McCann connects the lives of the novel's well drawn characters to a tightrope walk between the newly constructed World Trade Center towers. He weaves the strands of their seemingly disparate and often desperate stories into a story line that keeps your heading spinning and your emotions gyrating. As awesome and haunting as the feat of human do-and-daring that forms the arc of this riveting, chilling and yet, uplifting book.",1.0,objective review
"E. wagner ""ewagner"" (chicago)","January 26, 2014",4.0,"this was an intelligently written book that stayed interesting and informative throughout.
mcCann's earlier books did not show the same maturity. i am looking forward to reading his new book.",1.0,objective review
Chezington,"January 24, 2014",5.0,"Perhaps the best novel about NYC after 9-11, that really didn't concern itself with 9-11. Uniquely told, using a real-life event as the basis of the premise. A must read.",1.0,objective review
Annee,"January 18, 2014",5.0,"Richly absorbing, colorful characters somehow knitted together in a blanket of individual stories, draws the reader to a suspense worthy of a classic tale destined to matter.",0.25,negative review
"Dave Copeland ""Cope"" (Boston)","January 14, 2014",4.0,"Beautiful in parts and glad I read it on a whim, with no advance knowledge of what I was picking up.",1.0,objective review
"Donna S. Meredith (Tallahassee, FL)","January 1, 2014",5.0,"At times it was difficult to know who was narrating, but overall I loved this novel. The writing and the research were superb. The novel captures so much of what New York City was during the era described. But above all that, the story of loss and grief is one all readers can relate to.",0.25,negative review
kristin,"December 31, 2013",1.0,"What a disappointment. This book was recommended to me by a writer I really respect, so as I slogged through it I kept expecting it to get better....somehow. But it only got worse. It was like watching desperately out-of-work actor rehearsing the same monologue over and over and over in the mirror using different voices and accents. And at the end of each chapter you hear him say to himself in the mirror, ""Man...I'm gooood."" I can become a young black female hooker, or a Jewish judge, or an Irish monk, or a French Tight-rope walker! This interminable novel is what happens when you really don't have a good story to tell.",0.9826666666666666,objective review
Lucia T. Miller,"December 31, 2013",5.0,"This moving book gathers steam as you read, ending up with a heart-rending picture of an odd, sympathetic man and many unexpectedly sympathetic characters.",1.0,objective review
"Newton Malerman (Abington, PA)","December 27, 2013",3.0,"McCann writes beautiful prose. With a few staccato brushstrokes, he denotes a New York city scene with such precision that you can see, smell and taste it.

That said, I felt like I needed a bath after I read this book. Death, prostitutes (including a mother-daughter team,) hackers, grieving mothers, all are explored in episodic fashion. There is nothing uplifting about these stories, little to ameliorate the pain that McCann so skillfully evokes.",1.0,objective review
Fran Wallach,"November 17, 2014",2.0,i thought it never really came together. it was hard to follow at times and it just ended and went right to author's note.,1.0,objective review
ILJed,"December 25, 2013",4.0,I enjoyed this book for the fact that it is a story. The characters introduced and the plot moves are plausible taking the reader from the hinterlands of Ireland to gritty New York City. I would recommend this book to a reader who is more interested in the overall story then loads of action.,1.0,objective review
Doug Laney (Chicago),"December 24, 2013",2.0,80 pages in. can't get into it. just a couple of sad sacks. not sure I'm going to keep trying.,0.75,negative review
J B Murray,"December 17, 2013",4.0,Read Trans Atlantic first actually liked it a little better. Although I liked this novel very much.his style is distinct,1.0,objective review
ltrodler,"December 16, 2013",5.0,"Each chapter is completed short story in itself, each sentence has reason. Many statements to ponder on. I Enjoyed every minute reading this book.",1.0,objective review
Ann,"December 16, 2013",5.0,"I'm a sucker for intertwining stories, so this book was bound to agree with me. Well rounded characters, a little on the sad side. Read it on my kindle and was impressed with the quoted I had pulled out.
Highly impressed with the storytelling and the insights.
On a slightly different note I am so over characters who are good or bad, no in between (I'm talking to you Pillars of the Earth) I think fiction is moving in that direction and this book shows that.",1.0,objective review
"JulianneMcCullagh, author THE NARROW GATE","December 7, 2013",5.0,"Beautiful, beautiful book. The writing pulls you in. The words read like music. And the interweaving of the stories is masterful. Anyone interested in beautiful, poignant, human writing needs to read this modern masterpiece.",0.25,negative review
Nonnie Augustine,"November 29, 2013",5.0,"This novel is tender, thrilling, and totally engaging. I learned from these characters and situations and weaved through McCann's plot lines with pleasure.",1.0,objective review
Mark Sherwood,"December 25, 2013",5.0,"A very powerful, superbly written novel by Colum McCann. One of the two or three best books I have read.",1.0,objective review
Doug Laney (Chicago),"December 24, 2013",2.0,80 pages in. can't get into it. just a couple of sad sacks. not sure I'm going to keep trying.,0.75,negative review
"Woodrow ""Reader from"" (Atlanta Georgia)","December 23, 2013",5.0,"It has been a long time since I gasped when reading a book - try not to at the end of the first chapter. New York in the 1970s is presented, warts and all, by characters who interconnect in ways you will never guess. Amazing job by the author, and, regardless of whether it is made into a movie (I hear it is), this is a book that should be read - it will bring you smiles and tears.",1.0,objective review
Peter Cohen,"November 17, 2014",5.0,"A wonderful book.. I love his writing style. If you like this one, you'll love Trans-Atlantic ..",0.6666666666666666,positve review
J B Murray,"December 17, 2013",4.0,Read Trans Atlantic first actually liked it a little better. Although I liked this novel very much.his style is distinct,1.0,objective review
ltrodler,"December 16, 2013",5.0,"Each chapter is completed short story in itself, each sentence has reason. Many statements to ponder on. I Enjoyed every minute reading this book.",1.0,objective review
Ann,"December 16, 2013",5.0,"I'm a sucker for intertwining stories, so this book was bound to agree with me. Well rounded characters, a little on the sad side. Read it on my kindle and was impressed with the quoted I had pulled out.
Highly impressed with the storytelling and the insights.
On a slightly different note I am so over characters who are good or bad, no in between (I'm talking to you Pillars of the Earth) I think fiction is moving in that direction and this book shows that.",1.0,objective review
"JulianneMcCullagh, author THE NARROW GATE","December 7, 2013",5.0,"Beautiful, beautiful book. The writing pulls you in. The words read like music. And the interweaving of the stories is masterful. Anyone interested in beautiful, poignant, human writing needs to read this modern masterpiece.",0.25,negative review
Srianee D,"December 2, 2013",4.0,"It was a bit confusing at the beginning, because it is not a simple narrative with a beginning and an end, happy or otherwise. It is beautifully written and every character (there were many!) is brought to life in an absorbing, gripping manner. It is a tapestry of New York City woven skillfully. The reader should continue reading; you won't regret it.",1.0,objective review
Harvey I Newman,"December 2, 2013",5.0,"Beautifully written. Poetic, poignant story woven around the tightrope walk between the Trade Center buildings. Worth reading slowly and rereading many phrases and pages. Wow does the worl spin.",0.25,negative review
Nonnie Augustine,"November 29, 2013",5.0,"This novel is tender, thrilling, and totally engaging. I learned from these characters and situations and weaved through McCann's plot lines with pleasure.",1.0,objective review
Margaret C. Curley,"November 27, 2013",5.0,"As I've mentioned before, all of Colum McCann's books deserve a place on your bookshelves. You owe it to yourself to become touched by his magic!",0.9566666666666667,objective review
"Andrea Driver (Leopardstown, Dublin 18, IE)","November 27, 2013",3.0,"This had been recommended to me and when I started reading it I thought I might quite enjoy it but I didn't really in the end and found myself barely glancing over sections of text just to get through it. I know others who did enjoy it so it's probably just not my cup of tea. I thought it had the makings of a really good story but that kind of got lost along the way with too many characters getting involved but at the same time not really involved, just on the periphery.",1.0,objective review
Alan Gordon,"November 25, 2013",2.0,"No doubt this novel is well-written but perhaps that's just the trouble with it. The author seems bent on writing somethng beautiful and profound and misses the basics like character development, for example. The whole time I'm reading about characters that I just don't care about! Why? Because I don't know them. Each vignette is told iusing a first person narrative, and in two of the three vignettes the character telling the story is so self-absorbed that the characters around them lack substance. In the first part, with the catholic priest, it's the opposite problem. The priest's brother tells the story of his eccentric Mother Theresa-type sibling who takes over the story to the point that the narrator remains flat and two-dimensional on the page. His (the narrator's) behavior is unexplainable and unpredictable because the reader doesn't know him and therefore doesn't know what to expect. Colum McCann should take heed from such wonderful novels as The Great Gasby or Netherland by joseph O'Neill both of which use a first-person narrative to develop the main character of the novel. However in both of these works those described and those describing are equally-well developed.",0.9375,objective review
Book Eater,"November 11, 2014",5.0,Love this book. Characters and intersecting stories are interesting and surprising. McCann writes about the gritty New York finding the beauty juxtaposed with the horror. An extraordinary book.,1.0,objective review
Nikole Owens,"November 21, 2013",5.0,"I gave this book five stars because I found this novel to be completely flawless. The writing, the characters, the pacing, setting, everything was completely perfect and I loved every second I spend reading this novel, even when it broke my heart.",1.0,objective review
jonathan briggs,"November 20, 2013",3.0,"In August 1974, Philippe Petit walked out on a tightrope stretched across the gulf between the twin towers of the World Trade Center, still under construction. Back in the days before 24-hour cable ""news"" channels, that's the kind of item that would have capped the networks' nightly news broadcasts. I can picture my dad watching and shaking his head and muttering at the screen, ""Jackass."" And that's a valid reaction. Petit is a jackass. Not only that, he's a French jackass. But sometimes, novelist Colum McCann argues, the world needs a jackass. In ""Let the Great World Spin,"" 2009's National Book Award winner, Petit plays holy fool in the lives of a handful of people -- a support group for mothers mourning sons lost in Vietnam, a pair of Scott-n-Zelda-wannabe artists, an aspiring photographer, a judge hoping to handle Petit's arraignment, a whore or two and even a gang of California hackers on the ARPANET(!). They all derive some kind of personal meaning from ""le coup"" pulled off by Petit that summer.

McCann telegraphs early that he's not afraid to embrace sentimentality: ""It is not fashionable anymore, I suppose, to have a regard for one's mother in the way my brother and I had then ... but the truth is we enjoyed each other, all three of us, and never so evidently as those Sundays when the rain fell gray over Dublin Bay and the squalls blew fresh against the windowpane."" That's a little gooey, but maybe it just strikes me that way coz of all the Sundays my brother and I used to spend in the cellar ferally fighting over scraps of beef jerky while Ma was in the kitchen upstairs gettin likkered up. Hhhhhh, sorry, I get a little weepy thinking back on those days.

McCann kicks off the story with a serious miscalculation that almost scuttles the novel. The first 70 pages -- a segment titled ""All Respects to Heaven, I Like It Here,"" about a hippie Irish priest and his stable of hookers -- read like a novella written at the beginning of McCann's career, then tucked away in a drawer after multiple rejections, then resurrected and recycled and raggedly grafted on to the front of ""Great World."" McCann has been a published novelist for more than a decade, yet this piece of writing is rife with rookie blunders, unintentional silliness and borderline-racist caricatures, culminating in a mawkish monologue that goes on unbroken for five or six pages. How did this get a National Book Award? I began to wonder if this was the literary equivalent of ""Crash"" winning the Oscar (though ""Great World"" isn't that bad). Aside from a couple of amateurish relapses, the writing does get better after that initial segment, but the book continues to frustrate because every time the story starts to work, McCann has to get cute, dropping ba-dum-bump would-be-witty one-liners such as ""Another day, another dolor."" How did he get away with ""she was a woman who had known the worst of times and best of times""? Or take this passage:

""Oh, the day Joshua first shaved! Oh, the day! Covered himself in foam. So very careful with the razor. Made an avenue through the cheek, but nicked himself on the neck. Tore off a tiny piece of his Daddy's Wall Street Journal. Licked it and pasted it to the wound. The business page clotting his blood. Walked around with the paper on his neck for an hour. He had to wet it to get it off. She had stood at the bathroom door, smiling. My big tall boy, shaving. Long ago, long ago. The simple things come back to us. They rest for a moment by our ribcages then suddenly reach in and twist our hearts a notch backward.

""No newspapers big enough to paste him back together in Saigon.""

It's a nicely detailed snapshot scene of a mother remembering her son. Then that last line lands with a thud, jarring you out of the story so you notice the director behind the curtain, trying to draw your attention in a manic tapdance, waving his arms and yelling, ""Didja see that? Didja see what I just did there?!!"" It's that artificiality and authorial unwillingness to step aside and let the story unfold naturally that hold ""Great World"" back from success. It's all a little too pat, a little too stage-managed, every story element engineered for maximum dramatic effect. Even the scuzziest aspects of New York seem like set dressing. ""That's how it is in the life, word."" No. I'm pretty certain that it's not. McCann is manipulative, but he manages to do it without being calculating, which is a skill not unworthy of respect. Dickens made a career of it. Ron Howard is a sappy filmmaker, but I can't help but like him. He's Opie. He's Richie Cunningham. Who the hell else is he gonna be? ""Great World"" has a lot in common with Howard's movies: There are sassy whores like in ""Night Shift."" There are feisty oldsters like in ""Cocoon."" There are colorful Irish immigrants like in ""Far and Away."" Someone needs to get Ron Howard a copy of this book.

Of course, McCann knows the emotional baggage the World Trade Center carries for most of us (Does anyone else get a twinge in the chest when older movies show the towers in place on New York's skyline?). He includes a photo (undoctored, I assume) of Petit's tightrope walk in which a jet flies overhead, seemingly scant feet away from one of the towers. He wants us to contrast the ""artistic crime of the 20th century"" to the monstrous crime against humanity that opened the 21st; a moment of sublime silliness juxtaposed with an act of rabid savagery. And in case anyone didn't get that, he appends a lugubrious final chapter set in 2006 that spells it all out explicitly for the slower readers. McCann mourns a country that's become stern and unyielding in its sadness. A scarred nation under draconian liquid bans where right-thinking liberals can't even make innocent jokes in airport checkpoint lines without being hauled off by humorless, snarling TSA thugs for flogging and cavity searches in a dungeon somewhere. But he sees glimmers of hope in a few New Yorkers' acts of kindness and in the Dawning of the Golden Age of Obama (did I miss something?). It's a sermon that's overstated and exaggerated like everything else in this crazily uneven novel. And in case someone still doesn't get the drift, McCann adds an Author's Note at the end to explain it all over again. And just in case there are STILL a couple of dudes scratching their heads in the back row of the special class, McCann stages an interview with his writer buddy Nathan Englander, so Englander can ask him, ""So, Colum, what's it all about?"" ""Why, Nathan, I'm so glad you happened to ask me that...""

Early on in ""Great World,"" McCann states what might as well be the book's moral: ""He said he'd rather die with his heart on his sleeve than end up another cynic."" I think I'd rather hang out with Dad and shake my head and mutter, ""Jackass.""",0.9119819819819821,objective review
emma2u,"November 17, 2013",5.0,"It took my breath away. Truly a page turner. The lives of several people in NYC intersect and blend in heart wrenching ways.
Help other customers find the most helpful reviews 
Was this review helpful to you? Yes No
Report abuse | Permalink
Comment Comment",0.6666666666666666,negative review
joann stylianos,"November 14, 2013",5.0,"Great writing. Very interesting way of telling a story. Really loved the characters. I felt like I was back in the 70's in NYC!
Help other customers find the most helpful reviews 
Was this review helpful to you? Yes No
Report abuse | Permalink
Comment Comment",0.4583333333333333,negative review
h.y,"November 12, 2013",5.0,"It's beautifully written, very original, provokes thought.
A beautiful book which draws a deep, general and personal picture of the times.
It is relevant to every human being
Help other customers find the most helpful reviews 
Was this review helpful to you? Yes No
Report abuse | Permalink
Comment Comment",1.0,objective review
"David LaRoche ""Searching for fine fiction"" (San Jose, CA United States)","November 8, 2013",5.0,"Irish, they have the gift: Beckett, Brehan Swift, Joyce, scores of scores more and now we are gifted Colum MaCann and his ""Let the Great World Spin.""

There aren't enough accolades. His writing is lyrical. It's rhythm and pace though 300 and more pages is flawless - a sonnet written in prose. The story defies imagination, is complex yet simple in understanding - a mirror in many respects, a view out in others. For a long book that goes into the soul of its characters, lays the detail of contents out like prunes in a drying shed, it is magnetic and impossible to put down.

I do a lot of reading and this novel is high on my list - perhaps on the top. If you like life, its facets, its population and circumstances, suffering into joy and joy into death, you will enjoy this book - maybe learn from it. Thank You Colum McCann
Help other customers find the most helpful reviews 
Was this review helpful to you? Yes No
Report abuse | Permalink
Comment Comment",0.986111111111111,objective review
Peggy,"November 8, 2013",4.0,"A look at life in Dublin, the Bronx and Manhattan from the points of view of two brothers - on very different tracks. Very well written. It would actually make an extremely good movie if cast properly and not ""hollywooded up"".
Help other customers find the most helpful reviews 
Was this review helpful to you? Yes No
Report abuse | Permalink
Comment Comment",1.0,positve review
Molly Brown Burks,"November 7, 2013",5.0,poignant and beautifully written. found myself underlining like I was back i college. it is a book i will read again.,1.0,objective review
"J Swink (Watauga, TX USA)","November 4, 2013",5.0,"One of the most humane, inventive, and well-written American novels that I have read in a long time. McCann's uncanny ability to create distinct and believable voices sets this novel apart from many other post-9/11 novels. Those who appreciate the New York of Don DeLillo's novels will be pleased to discover it again, in McCann's novel, which takes place in the early 1970s before concluding in the late 2000's. While not as sweeping in scope as DeLillo's 'Underworld,' 'Let the Great World Spin' seamlessly blends historical events and place into a fictional narrative that meditates on the lives touched, and those ignored in the shadows of, the newly constructed Twin Towers.",1, failed
Dog lover,"November 2, 2013",5.0,"My all-time favourite book. It's got such a rare quality - that raw, poignant, honest subtlety that I've only seen sparingly before. It tells the story of characters caught up in addiction, love and family ties, and all are cleverly drawn together by the 'tightrope walker in the sky'. The characters are flawed, genuine, touching and very, very human, and their lives are original and intertwined, often connected by hope and the bonds between them.
It's a beautiful, powerful book with an elaborate story and I've never read anything like it.",0.9,objective review
Ann Marie Smith,"November 10, 2014",5.0,"This book was very complex, the characters very interesting. I was lucky enough to hear the author Colum McCann speak about the book yesterday and he was wonderful! I left his lecture with a better understanding of his inspiration for the book and plan on reading it a second time. There was so much I missed the first time. I definitely recommend it!",1.0,objective review
Victor Clough,"October 30, 2013",4.0,"What a fascinating array of characters. The interweaving of the narrative; all linking back to the ""real live guy"" who really did walk between the world trade building is stunning in it's imagination. It is a truly compelling read that I would not hesitate to recommend to lovers of good literature.",0.888888888888889,objective review
Joyce in Shady Cove,"October 30, 2013",3.0,"I know he is supposed to be a great writer, but this book is essentially a collection of short stories and is repetitively written. He writes about grief and death and love from supposedly various perspectives, but they are really all his own.",1.0,objective review
"Mildred Chapin (Albuquerque, NM United States)","October 26, 2013",3.0,"The style of writing was not my favorite. For lack of a better description, I would say it was too choppy in the way it jumped from one story to another before it arrived at the relationship of the characters. However, I think that the character development was good for the most part. Not my best read but by far not the worst.",1, failed
"S. W. Morris ""Haught Reader"" (San Francisco)","October 23, 2013",5.0,"This book was in good condition, arrived quickly and is a staple in our extensive library. Thank you for the ""Look Inside"" feature.",0.9166666666666667,objective review
"Verita ""a devoted reader"" (Northeast)","October 23, 2013",3.0,"The book seems overwritten to me, with a lot of extra details that are pretty, and ""well-written"" but don't add anything to the story. Do we need to know what is in someone's wastepaper basket if those items don't figure in anything? There's a lot of description here of what is happening, but very little in-depth. The description of the car crash, e.g., is very precise, but so what? It reveals nothing about any of the characters involved. The author seems to think that a fatal accident is enough by itself, that being a priest, or a hooker, is enough -- but that's lazy, imo. Although stereotypes can be brought alive, these are not -- the conflicted priest, the intelligent hooker. Also, the structure is too clever by half. I have a feeling this author sat down and asked himself what would sell. Set the book in NYC, check. Use the World Trade Center at the height of its glory, check. Use a clever structure of vaguely intertwined stories, check. And it worked. The book became very popular. It's not a bad read, but it didn't live up to its hype, in my opinion.",0.9523809523809523,objective review
mary,"October 21, 2013",5.0,Marvelous story telling! This is an engaging book from the very start! You won't be able to put it down & it will likely be a re read later!,1.0,objective review
"margaret halligan (JACKSONVILLE, FL, US)","October 18, 2013",5.0,And I loved this book and the characters in it. Most of us made it through and the world is still spinning. I highly recommend it.,1.0,objective review
Eduardo Ruiz,"October 17, 2013",2.0,"Did not care for some of the stories, transitions were unclear to me. Perhaps I will feel differently after our book discussion, but I did not care for the book.",1.0,objective review
Patricia9642,"October 16, 2013",5.0,"A friend recommended this book, and though I love Irish writers such as Colm Toibin and William Trevor, I did not know about Colum McCann. Now I plan to read everything he's written. This is a wonderful, multi-layered book. It takes many stories and weaves them into a very satisfying whole, the only linking factor being the famous Twin Towers tightrope walk by Philippe Petit. I could not bear to put the book down, and read it in every spare minute. The quality of the writing is superb, often lyrical, and McCann brilliantly captures the voices of a cast of very diverse people. Above all it is a great book about New York, a city I knew well during the period in which the stories are set.",0.9895833333333333,objective review
Kenso,"October 12, 2013",4.0,"McCann is trying a set of styles in the novel; modern, post-modern? Not sure. It reads like James Frey's 'Bright Shiny Morning' at times, but more inter-related. The author shows that sentimentality is not dead in the modern novel, but he maintains a realistic perspective.",0.6666666666666666,positve review
"Robert Meyer (Wilmington, DE)","November 3, 2014",4.0,Recommended by a friend. At the beginning I did not like the story. But I stuck with the read and thorughlymenjoyed the plot as it developed.,0.25,negative review
"S. Palma (Derby, NY)","October 7, 2013",3.0,The book was just okay for me. Read it for a book club. I don't enjoy wordy naratives. Some of the characters were very interesting while others seemed superfulious.,1.0,objective review
Robert L. Glidden Jr.,"October 6, 2013",5.0,"Had a hard time at first, connecting the characters.then the puzzle came together. All around the walk between the twin towers.",1.0,objective review
"Charles E. Carlson ""Sengekontacket"" (Albany, NY)","October 2, 2013",1.0,"I can not understand why this novel is so highly rated. The writing style is almost childish, almost mechanical. The characters are not believable. I have led a wordly life, and the story just does not fit into the world that I have observed. I gave up about halfway through",1.0,objective review
"Patricia L. Diamond ""buckeyebookbabe"" (buckeye lake,oh)","September 29, 2013",5.0,Very very well written and intriguing how all the interesting variety of characters all come together. Hated to see it end. Read it!,1.0,objective review
"Susan Oksenendler ""sso"" (CA)","September 28, 2013",5.0,"Beautiful prose to catch the reader. Multi layered and poignant. My first Colum McCann read, but it won't be my last.",1.0,objective review
"Sandy S (Cornwall Bridge, CT United States)","September 27, 2013",4.0,Lovely to see how the characters stories are interwoven - sort of six degrees of separation. The writing is masterful and I enjoyed it start to finish.,1.0,objective review
B. Walker,"September 26, 2013",5.0,"Colum McCann is swiftly becoming my favorite author. He can write about ANYTHING and make it engaging, beautiful and a joy to read.",1, failed
"Reno Reader (Reno, Nevada)","September 24, 2013",5.0,"Well written and intriguing. Might be more of a woman's book, but i really enjoyed it ad have recommended ti to many peoplle.",1.0,objective review
Julianne,"September 23, 2013",4.0,enjoyed the different stories and the variety of all the characters. makes a person think that there are different views to every situation,0.25,negative review
K ElizabethCoggins,"September 22, 2013",5.0,This is a beautiful book. You will fall in love with unexpected characters and wonder what they're doing long after you finish the last page. McCann's writing is just exquisite.,0.7083333333333333,objective review
Daelyn Julius,"November 2, 2014",5.0,An excellent book that applies to a wide variety of audiences. Well worth the read,1.0,objective review
Ellen,"September 22, 2013",5.0,"This is a wonderful novel. The story, the people, the love, everything! I just loved each % on my Kindle!",0.5,negative review
JerseyGran,"September 19, 2013",5.0,"Love the writing, the story and the characters. The characters will be with me forever. Made me reflect on my 65 years in this great world.",0.25,negative review
true,"September 16, 2013",5.0,"This book is so intense that I read it holding my breath. It's beautiful and tragic. It's poetic and heart-wrenching. At the very beginning the walker on the tightrope seems to be the one making the wonder, the miracle. He's the one walking on a thin line over the world, making acrobatics. But very soon, after few pages, we discover that the real acrobat is not him, but the ""normal"" people walking on the streets. Down there there are many individual stories, involuntarily and secretly tangled. As the read proceeds, we got caught in the intricate existences of some of the Acrobat's viewers. In their stories we found the real struggle, the real miracle. As I was nearing the end of the book I couldn't make up my mind if I wanted to read it fast to know what was next or I wanted to prolong the reading to savour it more. In conclusion, this book offers an unique experience. It's unforgettable and surely, as soon as I closed it, I felt I wanted to read it again, because there are still so many layers, so many details, so many shades to discover.",1.0,objective review
