Name,Date,Stars,Review
"Gerry McCaffrey ""Tir Eoghain"" (Belfast)",31 Oct 2009,3.0,"Despite some exquisite moments there is a nagging sense that something doesn't quite convince. We are introduced to characters like the emotionally brittle and insecure Claire, a Park Avenue resident who has lost her son in Vietnam. Her husband, a judge, veers close to stereotype. An artist called Lara is central to one of the main events of the book, but she feels strangely insubstantial. There are coincidences and strange connections, and at least one credibility-stretching relationship. There is also a surprising lack of real warmth in a novel that seems concerned with the nature of love and family. McCann is perhaps too sensitive when it comes to the mechanics of writing a book, and he moves his characters with all the ruthlessness of a chess master. The book itself appears to be too knowing and aware of its own artifice, and when McCann mentions ""The intrusion of time and history. The collision point of stories"", his motive become clear, and it all becomes very self-conscious.\
\
At one point we're given the almost obligatory mystical vision of a wild animal in an urban landscape. The car crash as an event with narrative repercussions is also a familiar device. When we finally move to the novel's final grand ontological statement, McCann manages the feat of saying something and nothing at the same time. It all feels perilously close to cosy Saturday supplement philosophising, and we're left with a book which is easy to admire, but not so easy to like.\
\
}",1.0,objective review,1.0,objective review
"Angus Campbell (Bonn,Germany)",4 Jan 2010,5.0,"For a number of years I have been particularly impressed by the work of Colum McCann but for me this is his greatest achievement so far.Set against the background of Phippe Petit's amazing tightrope walk between the Twin Towers in 1974,the novel focusses on the lives of various New Yorkers who are all in some slight way connected with the Frenchman's acrobatic feat and presents to the reader in highly poetic,moving and yet humorous language their sorrows and aspirations often linked to the political and social upheavals of seventies America(the Viet Nam War,the dispossession of Blacks)which make each of the characters credible and involving.Essentially the book tells the story of New York at a particular moment in its history evoking memories of Joyce's Dubliners and Dublin's Berlin Alexanderplatz.",0.888888888888889,objective review,0.888888888888889,objective review
"Victor Ward ""Victor Ward"" (England)",31 Oct 2009,5.0,"In 1974 Phillipe Petite strung a wire between the Twin Towers and for a couple of hours walked in the air between them. The act reverberated through history as the greatest piece of art history ever conceived and forms the vignette around which this complex novel revolves.

The image of the man on the wire haunts the novel, as the characters talk about him, watch him, try him, and are inspired by him.

Corrigan, a monk, torn between the love of a woman and the love of God. Jazzlyn and Tillie, the mother and daughter hookers, who he allows to use his toilet. Claire and her husband, Solomon, grieving for the death of their son in Vietnam. This is an ensemble piece, built up from a range of people who are all affected, directly or indirectly, by Petite's stunt.

The book is so beautifully written, so pitch perfect, that it is a joy to read. The characters voices, all distinct, but joined by a weariness, express real emotion and despite the inherent sadness of the subject matter are exhilarating.

Although the stories interconnect, often leading one into another or events from one having repercussions in one much later, the story never feels forced or searching for a tidy solution. Only Fernando, the thirteen year photographer seems incongruous and unneccessary, everything else has it's place and purpose.

It was would be easy to call this a 9/11 novel, but whilst the act is present in the future of the Towers, this is a celebration of a willful and artistic piece of terrorism, not a destructive one.

This is one of the best books I have read this year, if not the best. I cannot recommend it highly enough.",1.0,objective review,1.0,objective review
Number 6 (Dublin),22 Mar 2010,4.0,"McCann paints a wonderfully vivid New York in 1974 with a cast of hugely diverse characters. Not all of them convince, I have to say. Funnily enough for me it's the Irish ones who don't seem quite right. On the other hand the conflation of some of the New Yorkers is breathtakingly good, in particular the group of mothers with the common bond. Overall though it works very well, he writes with fine style and it's a great read.",0.8333333333333334,objective review,0.8333333333333334,objective review
"Ms. K. M. Sedgwick ""kirstytots"" (manchester, UK)",22 April 2010,2.0,didn't really enjoy this book and would not recommend it. would have given up but kept going as it was for a book club group,1.0,objective review,1.0,objective review
"Steve Keen ""therealus"" (Herts, UK)",1 Feb 2012,4.0,"High above New York City, early morning one day in the 1970s, a wire strung between the twin towers of the World Trade Centre supports a death-defying tightrope walker. Down below, in the streets, offices and apartments of the city and beyond, onlookers and others are connected through a network of events, happenstance and mishap.

Two Irish brothers with widely diverse motivations; a mother-and-daughter pair of hookers; a couple of strung out artists; a bevy of California-based proto-geeks; a support group of mothers of the Vietnam dead; a refugee from Guatemala; a judge. We get into heads. We learn secrets. Innermost fears.

Some is told in the first person, some in the third, the focus shifting from direct to indirect reportage.

Mostly the tone is sombre. The only real light moments involve the funambulist himself; thrilling to the danger; anticipating the rush from the altitude, the audience. The event is based upon the real-life stunt carried out by Philippe Petit on 7 August 1974, a performance which left all witnesses awestruck by its audacity: one remarked that he was more like a dancer than a walker, especially when he allowed both feet at times to leave the wire. McCann changes some of the facts, though, so it's not actually Petit himself out on the wire.

Meanwhile, Gloria, one of the bereaved mothers provides a less than positive assessment of the level of solidarity displayed by some of her companions towards their hostess for the day, their snide comments, their gracelessness, their inability to overcome their envy over her lifestyle and her Park Avenue apartment.

Whilst the ""dancer"" provides the central event, Gloria's is maybe the pivotal tale. She provides the key to McCann's thesis: ""everything in New York is built upon another thing, nothing is entirely by itself, each thing as strange as the last, and connected."" Her backstory is one of strength, of triumph over adversity. The granddaughter of slaves, Syracuse graduate, twice divorced. She herself has lost three sons to Vietnam. She attempts to walk home from Park to the Bronx projects, but her feet swell and bleed, and then she is mugged at knifepoint for her handbag, empty save for photos of her dead boys. But at the end of the day she achieves some kind of redemption.

In the aftermath there comes the life-assuring coda, which connects then with now, World Trade Centre with Ground Zero. A reminder that at one time there was nothing sinister in seeing a picture of a plane flying in proximity to the towers. (It also provides a very poignant warning for anyone tempted to displays of levity in the company of US airport security staff.) Unfortunately the coda ultimately stalls, losing the momentum of the rest of the novel.

A shame, because despite its sombre tone, it's mostly worth a read.",0.8688095238095238,objective review,0.8688095238095238,objective review
"Crowd Pleaser ""Book Token"" (Ireland)",30 Jan 2010,4.0,Really enjoyed this. Great characters. Saw the documentary Man on Wire a few months ago & this helped set the scene for me.,1.0,objective review,1.0,objective review
"J. Coulton ""Julia Coulton"" (Manchester, UK)",11 Sep 2009,5.0,"The theme that runs through this original and spellbinding book in the daring wire walk between the Twin Towers in New York in 1974. But it is about so much more than that. It is an interweaving of lonely characters that leaves a lasting imprint.
Emptiness and loss in very different senses are at the heart of these most moving stories that are very cleverly and seamlessly interlinked. Claudia, a wealthy resident of the well heeled Upper East Side is trying to come to terms with the loss of her son in Vietnam. So desperate that she even tried to pay one of friends to stay with her for a few hours. Corrigan is escaping childhood hurt in Ireland by befriending prostitutes and trying to stay true to his religious order. Tillie, herself a prostitute, imbues her desperate situation with humour:
`I used to love the joke where the last line was: Your Honor, I was armed with nothing more than a piece of fried chicken.'
McCann tells these stories, and many others, in a vivid and deeply compassionate way. He seems to be spinning a web of loss, and even with backgrounds that are not steeped in sadness, it seems he sees trouble ahead. As one of his characters remarks:
`I used to think it was difficult for children of folks who really loved each other, hard to get out from under that skin because sometimes it's just so comfortable you don't want to have to develop your own.'
The New York he brings to life so skillfully is the dangerous 1970's city of violence and malevolence - not the current cleaned up version. This is a book that is haunted by the spectre of both the wire walk, and by the 9/11 tragedy that we know all too well that will come, but that is not referred to here.
But the book is also one of hope, and the wire walk is used to pull all the stories together and lift them out of the depths. Most of the references to it are about other people's reactions to the amazing feat. But in the middle of the book, at its taut centre, McCann explains that:
`The core reason for it all was beauty. Walking was a divine delight. Everything was rewritten when he was up in the air. New things were possible with the human form. It went beyond equilibrium.'
And McCann certainly takes the form of novel to new places in this brilliant book. It is sad, beautifully balanced, and very moving. A haunting work indeed.",0.9736842105263158,objective review,0.9736842105263158,objective review
Mary Whipple (New England),19 July 2009,5.0,"Philippe Petit's heart-stopping performance, as he walks between the Twin Towers of the World Trade Center in 1974, becomes the pivotal event of this magnificent ""New York novel"" in which Colum McCann examines many facets of the city's life. Focusing first on the down-and-outers--prostitutes, the desperately poor, the drug- and alcohol-addicted homeless, the infirm elderly, gang members, casual thieves, and bright young people with no futures--he recreates the lower depths of New York, a place where its citizens every day walk the fine line between survival and death on a completely different tightrope from that of Philippe Petit.

The novel begins with the arrival in the South Bronx of Ciaran Corrigan from Ireland, seeking his younger brother John Andrew, known simply as ""Corrigan"" or ""Corry,"" a monk who has studied in Belgium and who now lives a bare-bones life among addicts and prostitutes in the projects in the South Bronx. Often the brunt of their jokes and sometimes of fists, he provides a way-station for the prostitutes who need a place to stop between tricks. Two of them, Tillie and her daughter Jazzlyn, have good intentions and great street smarts, but they are unable to escape their surroundings, which offer a much-needed quick buck and help them support Jazzlyn's two little girls--and her dangerous drug habit. Ciaran, afraid for the physical and emotional welfare of Corry, tries to persuade him to return home to Ireland, but Corry, in the midst of a spiritual crisis, will not take the easy way out of the ministry he believes he was meant for.

Misery is not limited by economic boundaries here, however, as McCann also shows through other characters, in other parts of the city. The emotional paralysis of Claire Soderberg, a Park Avenue matron, unable to resume her life after the death of her only child in Vietnam, is shared by her support group of four other mothers from all over the city, who have similar devastating losses. An artist from upstate New York, involved in a terrible accident in the city, is overwhelmed by her sense of guilt, and an educated Guatemalan immigrant, who had hoped to finish medical school in the U.S., must let go of her dreams. Each of these people must find some source of enduring beauty, however small, in order to go on. Dense and impressionistic in style, McCann illuminates the lives of many well-developed characters living in various parts of New York City, always doubling back to images of Phillipe Petit on his tightrope, and always showing his characters' overlaps.

Life in general is ""nasty, brutish, and short"" here, with no guarantees that it will ever improve, and as Tillie says of her life, ""I don't know who God is, but if I meet him anytime soon ... I'm going to slap Him stupid."" In the final section of the novel, McCann fast-forwards to 2006, as a character studies an inspirational photo of Philippe Petit walking on his tightrope, with a low-flying plane above him, the plane appearing to be just a few feet from flying into the World Trade Center: ""As if the walking man were somehow anticipating what would come later...[But] the plane passes, the tightrope walker gets to the end of the wire. Things don't fall apart...the man alone against scale, still capable of myth in the face of all other evidence."" In his gorgeous, lyrical descriptions of Philippe Petit's walk, McCann suggests that this walk may be an extraordinary ""gift"" of beauty to a city which, collectively, may have thought it had seen it all. With this novel, however, McCann makes another such gift, an extraordinary homage to New York, with all its flaws, its traumas, its heartbreak--and its moments of great beauty.

This Side Of Brightness
Dancer
Fishing The Sloe-Black River
Zoli",0.8525641025641024,objective review,0.8525641025641024,objective review
Hannah R.,22 Nov 2014,5.0,Loved this book. Had to read it for college which is normally a chore for me as I had being told what to read but I was enthralled by this book from the first page. Would highly recommend it to anyone. Arrived in good time and in perfect condition.,0.9444444444444445,objective review,0.9444444444444445,objective review
A D Newman,31 Oct 2014,5.0,"Excellent narrative could imagine being there and sad I'd finished reading it!
Look forward to reading more by the author!!",1, failed,1, failed
Mr Graham Lyons,28 Oct 2014,1.0,My wife read it did not like it,1, failed,1, failed
Rosemarie Kelly,23 Sep 2014,5.0,Great,1, failed,1, failed
sitges,13 Sep 2014,5.0,"Such a clever writer.
Beautifully written.",1, failed,1, failed
"Conor Dooley (Castletroy, Co. Limerick Ireland)",1 Sep 2014,5.0,Marvellous. McCann writes a great narrative and elegantly writes it around a significant event of the time. All characters eminently believable.,1, failed,1, failed
GeordieReader,26 Aug 2014,4.0,"This is a set of short stories set in New York, mainly in the 1970s. The main characters appear in more than one story, but the event that the links them is Philip Petit's tightrope walk between the twin towers in 1974.

There is much to admire in this book. It is very cleverly done and most of the characters are memorably and sympathetically drawn,,particularly the three bereaved mothers, Claire, Tillie and Gloria. However, I have an issue with the format. It doesn't have the narrative thrust of a novel and yet not all the stories stand alone. Some of them would seem quite mediocre if read out of context.

Unlike some reviewers, I liked the ending. True, it tied everything up a bit too neatly but I was happy to find out what had happened in later years. Some of it was quite surprising but made perfect sense.",1.0,objective review,1.0,objective review
scotsgirl,5 Jan 2012,4.0,"Americans talk about 'post-9/11 books' and this one feels as though it falls into that category. I was initially unconvinced by its style of leaping from unconnected New York person to unconnected New York person. Of course they end up being linked in all sorts of ways that I found partially delightful and partially contrived. This book creeps under the psyche of the city, and most of the characters are slowly but beautifully drawn. I ended up being compelled by the stories, and bought it for others. My partner, who had listened to me complaining that I didn't like it at the start, refused to read it because of this, despite my attempts to rescind my negativity. A real shame. This is a book that grows on you, and actually, it is excellent.",1.0,objective review,1.0,objective review
Chris McKeefry,16 July 2014,5.0,Excellent,1, failed,1, failed
Teresa Jewett,9 April 2014,2.0,The start was ok but went downhill from there. Felt no empathy for the characters and the story just seemed to drift along without going anywhere. Skimmed a fair bit of it.,0.25,negative review,0.25,negative review
"E. Shepard (Paris, France)",12 Mar 2014,5.0,"I was mesmerized by this book. As each of the stories weaves in and out of the other, all the time revealing more intimate details,
I became caught up in the precarious positions of each character. The urgent need to find balance in their lives - to understand. One of the best books I have ever experienced.",0.9375,objective review,0.9375,objective review
Ms. S. J. Rolph (UK),25 Jan 2014,5.0,I was pleased with all aspects of this purchase: the product arrived promptly and was in excellent condition and met my expectations.,0.8333333333333334,objective review,0.8333333333333334,objective review
Clare Wigzell,2 Oct 2013,5.0,"Colin McCann has taken a long hard look at the painful bits of our western world and woven a novel to help us accept and feel redeemed by them. He does not duck hard things like racism, violence, drugs and prostitution. He does not judge or romanticize. In fact he has done more than that. He gives us a wide range of human experience. He shows us what we are capable of both high and low. His running metaphor or the tightrope walker, a man who is so at one with himself that he can dance along the wire, celebrates the brilliance of the human spirit. His characters, especially the most unlikely such as Tilly, the prostitute, walk their own tightrope lives with the same brilliance. He shows us that we can live our lives that way as well.",0.8333333333333333,positve review,0.8333333333333333,positve review
Christine Houghton,16 Oct 2013,2.0,"The characters didn't really seem convincing, and the flow of the story was very disjointed. The setting felt almost artificial - it really didn't add anything to the story at all, and I struggled to discipline myself to read to the end. Just didn't hold my onterest, and I'm afraid I didn't enjoy it.",0.9375,objective review,0.9375,objective review
john1407,13 Oct 2013,3.0,"Some great writing - scenes delineated with arresting and succinct imagery. Plain to see why Colum McCann is so highly rated.
But I couldn't shake the saccharin taste at the back of my brain - the characters are just that bit too close to formula, a bit too convenient and neatly packaged.
I wanted this to be a knockout as I like the guy, he's a Stoke City fan (pretty sure I read that somewhere) which obviously shows character, and seems a genuine good guy. But too much marmalade for me, not enough bite",0.8333333333333335,objective review,0.8333333333333335,objective review
menapia,22 Sep 2013,1.0,I once resolved never to be influenced by the plaudits of other writers when buying books. On this occasion I succumbed to the blurbs. Big mistake! The author of this book doesn't seem to be able to make up his mind what he wants to write about. The book begins with the famous tightrope walk between the twin towers. (The tightrope walker makes his appearance on several other occasions throughout the book - for the life of me I can't think why) Next we meet two Irish brothers one of whom joins some kind of religious order which has as its aim to aid the hookers and the needy. From there the book grinds tediously on to its unsatisfactory and inconclusive end.,1.0,objective review,1.0,objective review
Ruhy Khoroushi,28 Aug 2013,2.0,"I rate the book as beach read. At the end I felt cheated. I didn't gain any thing by reading it. It may be something more in that book, but I couldn't figure it out, sorry.",0.875,objective review,0.875,objective review
Stephen Roper,4 Aug 2013,5.0,"The book arrived promptly and in excellent condition. the book was fantastic- a really well written, briiliant and clever book. What a talented writer.",0.9666666666666668,objective review,0.9666666666666668,objective review
Keith M,29 Sep 2011,4.0,"Having been superficially attracted to this book via the 'Man on Wire' cover (itself a magnificent documentary film), it became clear that the focus of the book was much wider than the high-wire exploits of Monsieur Petit. In fact, I consider this one of the outstanding 'New York novels', along with Paul Auster's sublime New York Trilogy and Don DeLillo's epic Underworld.

McCann develops a number of utterly believable characters (priests, prostitutes, etc) and paints a very convincing picture of modern day New York City, with its attendant tragedy and pathos. A must read.",1.0,objective review,1.0,objective review
Johnc,23 July 2013,5.0,I just loved the style of this book. Now and again you just pick up a book that you don't expect to like because it's not your usual genre or something like that but you find yourself delighted that you stepped out of your comfort zone and took a chance...,1.0,objective review,1.0,objective review
Mrs.Patricia A Halliwell,28 Jun 2013,4.0,"The author uses a real escapade, tight rope walking between the Twin Towers as a metaphor and over arching image to tell the story of a disparate group of New Yorkers. Novel and intriguing.",0.4583333333333333,negative review,0.4583333333333333,negative review
stardropsbymoomlight,11 Jun 2013,5.0,Got off to a clunky start with the conceit of Petit 'walking the line' however quickly picked up as McCann drew me in to his NY characters then linked these disparate lives to a tender conclusion .I love McCann's observation of humanity,1.0,objective review,1.0,objective review
Elaine Fleming,1 May 2013,4.0,This was an enjoyably read.took awhile to get the jist of where he was going with the story but it all came togther,0.5,negative review,0.5,negative review
Mrs. Nancy Howard,24 April 2013,5.0,"amazing book, beautifully written.. stayed with me for ages.
haunted me but in a good way.. would recommend highly to anyone",1.0,objective review,1.0,objective review
"JC Niala ""kiko27""",23 Mar 2013,5.0,A stunning exploration of various characters based around a true event in New York. Could not put it own even for a minute. Thank heavens books like this get written.,1.0,objective review,1.0,objective review
Stephen Roper,4 Aug 2013,5.0,"The book arrived promptly and in excellent condition. the book was fantastic- a really well written, briiliant and clever book. What a talented writer.",0.9666666666666668,objective review,0.9666666666666668,objective review
Tizzy (UK),3 Jan 2013,3.0,"I was recommended this book by a friend who raved about it. The story is told through a series of seemingly unconnected people's stories. I found this writing style was not to my own taste but I persevered with the book. I'm not sure I enjoyed it, but I found it interesting.",1.0,objective review,1.0,objective review
Bevan Nicol,21 Nov 2012,5.0,"Let the Great World Spin begins as a book of short stories relating to the events of a day in 1974... only it seems to unravel as a novel where the event itself is the protaganist... fantastic read, thoroughly recommended! oh, and it came on time and in great condition!",0.7222222222222223,objective review,0.7222222222222223,objective review
bibliophile (essex),22 Sep 2011,4.0,"This was a strange read.At times I found it engrossing,moving.heart rending,and a wonderful piece of writing.At times I found it confusing not very clear exactly what was happening,and not very clear about exactly what the connection between the main theme and the sub-plots.
I thought some of the characterisation was very good particularly Tillie and Gloria.It gave a very good perspective on the character of New York,and also the life and tribulations of being a hooker.Perhaps I missed something.but somehow I expected there to be some connections between the story and 9/11.
I would recommend the book as at the end comes together surprisingly well,as I suppose this is a very positive attitude of the book that even in the last 70 odd pages you cannot connceive quite how the story is going to finish.
Good read overall.",1.0,objective review,1.0,objective review
wangfujing (london),31 Aug 2011,5.0,This was the first book I had read by this author and what a discovery. I am now getting through all of his books and have yet to be disappointed . The writing is superb - very insightful and the linking of the stories well paced . Its a story of different lives around a momentous event. Its not suitable for people who maybe have a short attention span or want a lightweight holiday read as it requires attention and engagement. Can recommend to anyone interested in the art of literature.,0.8666666666666668,objective review,0.8666666666666668,objective review
C. Vaughan,21 Aug 2011,1.0,"Bombastic, over-written and cliched. At it's worst, it's rather like the Paul Haggis film, 'Crash'. I am mystified as to why such a stale, airless work has been praised so highly.",1.0,objective review,1.0,objective review
"Mrs. Jane Gordon ""JaGo"" (UK, Merseyside)",20 Aug 2011,1.0,"I had to read this book for book club, but like many of the reviewers who gave 1 or 2 stars, I disliked the experience. I did not connect with any of the characters and thought them to be flat and uninteresting. What the book did give me was the desire to read more abvout the tight rope walker - the only interesting person in the whole book! Get this book from the libraty and save your money.",1.0,objective review,1.0,objective review
